Entity,Code,Year,Coal Production - TWh
Kazakhstan,KAZ,2011,578.6067975
Kazakhstan,KAZ,2012,600.4886886111111
Kazakhstan,KAZ,2013,597.5060297222221
Kazakhstan,KAZ,2014,568.6642333333333
Kazakhstan,KAZ,2015,537.1154122222222
Kazakhstan,KAZ,2016,515.0870683333333
Kazakhstan,KAZ,2017,561.461915
Kazakhstan,KAZ,2018,592.1787122222222
Kazakhstan,KAZ,2019,575.5541063888888
Kazakhstan,KAZ,2020,567.3592244444444
Mexico,MEX,1981,19.7625
Mexico,MEX,1982,23.763055555555557
Mexico,MEX,1983,30.176666666666662
Mexico,MEX,1984,32.878055555555555
Mexico,MEX,1985,33.733333333333334
Mexico,MEX,1986,36.53527777777778
Mexico,MEX,1987,40.55138888888889
Mexico,MEX,1988,36.20472222222222
Mexico,MEX,1989,38.89527777777778
Mexico,MEX,1990,39.37694444444444
Mexico,MEX,1991,35.75638888888889
Mexico,MEX,1992,33.211666666666666
Mexico,MEX,1993,35.94861111111111
Mexico,MEX,1994,48.61111111111111
Mexico,MEX,1995,47.97416666666667
Mexico,MEX,1996,53.10861111111111
Mexico,MEX,1997,52.69694444444444
Mexico,MEX,1998,55.39194444444445
Mexico,MEX,1999,56.623888888888885
Mexico,MEX,2000,62.97277777777777
Mexico,MEX,2001,48.40480277777778
Mexico,MEX,2002,39.436678888888885
Mexico,MEX,2003,51.32849083333333
Mexico,MEX,2004,68.34697638888889
Mexico,MEX,2005,70.6139175
Mexico,MEX,2006,78.71961499999999
Mexico,MEX,2007,84.94325916666666
Mexico,MEX,2008,80.50447111111112
Mexico,MEX,2009,70.74122833333334
Mexico,MEX,2010,85.13547972222221
Mexico,MEX,2011,108.96730472222222
Mexico,MEX,2012,86.3348286111111
Mexico,MEX,2013,83.29921555555556
Mexico,MEX,2014,84.36939722222222
Mexico,MEX,2015,79.91293472222222
Mexico,MEX,2016,70.6014286111111
Mexico,MEX,2017,85.62222638888888
Mexico,MEX,2018,77.66055555555555
Mexico,MEX,2019,64.01666666666667
Mexico,MEX,2020,42.95570305555555
Middle East,,1981,6.458662222222222
Middle East,,1982,7.259736666666666
Middle East,,1983,7.259736666666666
Middle East,,1984,7.424243055555556
Middle East,,1985,7.9106097222222225
Middle East,,1986,7.588749444444445
Middle East,,1987,7.746103333333333
Middle East,,1988,8.232470000000001
Middle East,,1989,6.136802222222222
Middle East,,1990,6.306360555555555
Middle East,,1991,6.507250277777778
Middle East,,1992,5.233604722222221
Middle East,,1993,8.550785277777777
Middle East,,1994,8.373586111111111
Middle East,,1995,8.271441944444444
Middle East,,1996,7.759661666666666
Middle East,,1997,7.5011825
Middle East,,1998,9.316802222222222
Middle East,,1999,7.984297499999999
Middle East,,2000,8.640996944444444
Middle East,,2001,8.425376666666667
Middle East,,2002,7.886284444444444
Middle East,,2003,8.657053333333334
Middle East,,2004,9.238606944444443
Middle East,,2005,11.602195
Middle East,,2006,12.307035833333332
Middle East,,2007,12.381811944444443
Middle East,,2008,11.843173333333333
Middle East,,2009,8.729143055555555
Middle East,,2010,8.265308333333333
Middle East,,2011,8.784101666666665
Middle East,,2012,7.912068055555555
Middle East,,2013,8.367494166666667
Middle East,,2014,8.124992222222222
Middle East,,2015,9.089022777777778
Middle East,,2016,10.014966666666668
Middle East,,2017,11.3759375
Middle East,,2018,12.230082777777778
Middle East,,2019,12.680176388888889
Middle East,,2020,12.680176388888889
Mongolia,MNG,1981,22.754095
Mongolia,MNG,1982,26.040209722222222
Mongolia,MNG,1983,26.320667222222223
Mongolia,MNG,1984,28.73895111111111
Mongolia,MNG,1985,34.51743305555556
Mongolia,MNG,1986,37.385507222222216
Mongolia,MNG,1987,41.08966222222222
Mongolia,MNG,1988,45.53994
Mongolia,MNG,1989,42.57132416666666
Mongolia,MNG,1990,37.87233916666666
Mongolia,MNG,1991,37.23734111111112
Mongolia,MNG,1992,33.05905416666666
Mongolia,MNG,1993,29.723198055555557
Mongolia,MNG,1994,27.29433083333333
Mongolia,MNG,1995,26.55879138888889
Mongolia,MNG,1996,27.040331388888887
Mongolia,MNG,1997,26.056084722222224
Mongolia,MNG,1998,26.759874166666663
Mongolia,MNG,1999,26.267750555555555
Mongolia,MNG,2000,27.437205277777775
Mongolia,MNG,2001,27.204372777777778
Mongolia,MNG,2002,29.339024166666665
Mongolia,MNG,2003,29.983018055555554
Mongolia,MNG,2004,36.32717722222223
Mongolia,MNG,2005,39.77786222222222
Mongolia,MNG,2006,42.72531138888888
Mongolia,MNG,2007,48.88214611111111
Mongolia,MNG,2008,53.296969722222215
Mongolia,MNG,2009,76.42253833333332
Mongolia,MNG,2010,133.14796805555554
Mongolia,MNG,2011,174.59269999999998
Mongolia,MNG,2012,164.77668944444443
Mongolia,MNG,2013,176.42625694444445
Mongolia,MNG,2014,129.3771383333333
Mongolia,MNG,2015,127.77271
Mongolia,MNG,2016,185.71839416666668
Mongolia,MNG,2017,261.8324294444444
Mongolia,MNG,2018,288.7775113888889
Mongolia,MNG,2019,302.3056144444445
Mongolia,MNG,2020,227.96057777777776
New Zealand,NZL,1981,14.472715833333334
New Zealand,NZL,1982,14.632507222222223
New Zealand,NZL,1983,16.226563055555555
New Zealand,NZL,1984,16.750798055555556
New Zealand,NZL,1985,16.014644166666667
New Zealand,NZL,1986,16.6984775
New Zealand,NZL,1987,14.52473638888889
New Zealand,NZL,1988,16.34417277777778
New Zealand,NZL,1989,18.536288888888887
New Zealand,NZL,1990,17.42373527777778
New Zealand,NZL,1991,18.27913861111111
New Zealand,NZL,1992,20.814772777777776
New Zealand,NZL,1993,23.48876027777778
New Zealand,NZL,1994,21.567986666666663
New Zealand,NZL,1995,26.44771611111111
New Zealand,NZL,1996,27.003558055555555
New Zealand,NZL,1997,25.40779694444444
New Zealand,NZL,1998,22.06673027777778
New Zealand,NZL,1999,25.473890277777777
New Zealand,NZL,2000,25.37511222222222
New Zealand,NZL,2001,28.830244166666667
New Zealand,NZL,2002,33.145049444444446
New Zealand,NZL,2003,37.63503388888888
New Zealand,NZL,2004,38.050377777777776
New Zealand,NZL,2005,38.73087611111111
New Zealand,NZL,2006,41.67633083333333
New Zealand,NZL,2007,34.672670277777776
New Zealand,NZL,2008,34.73564
New Zealand,NZL,2009,32.31415972222222
New Zealand,NZL,2010,38.57816361111111
New Zealand,NZL,2011,35.60586861111111
New Zealand,NZL,2012,35.329384166666664
New Zealand,NZL,2013,33.527700277777775
New Zealand,NZL,2014,28.696991944444445
New Zealand,NZL,2015,23.706204166666662
New Zealand,NZL,2016,19.881119444444444
New Zealand,NZL,2017,20.12601638888889
New Zealand,NZL,2018,23.272951111111112
New Zealand,NZL,2019,22.2198225
New Zealand,NZL,2020,20.36340388888889
Non-OECD,,1981,10043.467111111113
Non-OECD,,1982,10470.298133333334
Non-OECD,,1983,10843.75816388889
Non-OECD,,1984,11416.15993611111
Non-OECD,,1985,12009.620847222222
Non-OECD,,1986,12386.40051388889
Non-OECD,,1987,12713.46579722222
Non-OECD,,1988,13206.043475
Non-OECD,,1989,13542.801133333332
Non-OECD,,1990,13533.768458333332
Non-OECD,,1991,13340.287830555557
Non-OECD,,1992,13472.087988888889
Non-OECD,,1993,13377.388663888887
Non-OECD,,1994,13619.096902777776
Non-OECD,,1995,14277.992766666666
Non-OECD,,1996,14446.306811111112
Non-OECD,,1997,14526.982475
Non-OECD,,1998,14156.687661111113
Non-OECD,,1999,14410.528633333332
Non-OECD,,2000,15019.828763888889
Non-OECD,,2001,15751.56054722222
Non-OECD,,2002,16403.58014722222
Non-OECD,,2003,18537.37158611111
Non-OECD,,2004,20885.21293333333
Non-OECD,,2005,22743.31215833333
Non-OECD,,2006,24288.80760277777
Non-OECD,,2007,25916.41750833333
Non-OECD,,2008,27050.28935
Non-OECD,,2009,27709.068652777776
Non-OECD,,2010,29680.19511111111
Non-OECD,,2011,32628.046444444444
Non-OECD,,2012,33334.54977777778
Non-OECD,,2013,34231.06752777778
Non-OECD,,2014,33792.52163888889
Non-OECD,,2015,33482.212916666664
Non-OECD,,2016,32089.794194444446
Non-OECD,,2017,33034.071444444446
Non-OECD,,2018,35277.52891666666
Non-OECD,,2019,36510.54425
Non-OECD,,2020,36020.31772222222
North America,,1981,5405.495236111111
North America,,1982,5498.757011111111
North America,,1983,5128.0661666666665
North America,,1984,5910.9421388888895
North America,,1985,5827.290275
North America,,1986,5852.234022222222
North America,,1987,6035.392005555555
North America,,1988,6258.314172222222
North America,,1989,6463.276330555555
North America,,1990,6765.054511111111
North America,,1991,6545.264680555555
North America,,1992,6504.774147222222
North America,,1993,6156.448958333333
North America,,1994,6712.079108333332
North America,,1995,6709.454941666667
North America,,1996,6907.2365
North America,,1997,7069.709524999999
North America,,1998,7248.623911111111
North America,,1999,7021.656838888888
North America,,2000,6847.45515
North America,,2001,7067.2268583333325
North America,,2002,6766.947441666667
North America,,2003,6572.560969444445
North America,,2004,6825.146263888889
North America,,2005,6936.5636138888885
North America,,2006,7106.873180555555
North America,,2007,7040.879386111111
North America,,2008,7135.076111111112
North America,,2009,6476.640625
North America,,2010,6632.972552777778
North America,,2011,6708.246536111112
North America,,2012,6257.967086111111
North America,,2013,6075.793994444444
North America,,2014,6152.821952777778
North America,,2015,5455.437361111111
North America,,2016,4534.779536111111
North America,,2017,4805.538666666666
North America,,2018,4694.528036111111
North America,,2019,4349.396633333333
North America,,2020,3266.637133333333
OECD,,1981,11402.679108333334
OECD,,1982,11734.984258333334
OECD,,1983,11294.28705
OECD,,1984,11690.2248
OECD,,1985,12267.572719444444
OECD,,1986,12466.550833333333
OECD,,1987,12608.345825
OECD,,1988,12730.734397222222
OECD,,1989,12851.913102777777
OECD,,1990,12798.821183333332
OECD,,1991,12276.829377777776
OECD,,1992,12097.733241666669
OECD,,1993,11421.95955
OECD,,1994,11747.242683333332
OECD,,1995,11862.7428
OECD,,1996,12050.494044444444
OECD,,1997,12358.985233333337
OECD,,1998,12245.56674722222
OECD,,1999,11999.899275
OECD,,2000,11779.32996111111
OECD,,2001,12183.550133333334
OECD,,2002,11870.301277777777
OECD,,2003,11811.042002777778
OECD,,2004,12092.419702777775
OECD,,2005,12306.303658333332
OECD,,2006,12550.539880555556
OECD,,2007,12540.023852777776
OECD,,2008,12661.706380555555
OECD,,2009,11980.930477777778
OECD,,2010,12219.092163888889
OECD,,2011,12329.19313888889
OECD,,2012,12140.052927777777
OECD,,2013,12063.312466666666
OECD,,2014,12339.225008333333
OECD,,2015,11475.543330555556
OECD,,2016,10501.491702777776
OECD,,2017,10632.443452777778
OECD,,2018,10604.24318611111
OECD,,2019,10116.8775
OECD,,2020,8314.862627777777
Pakistan,PAK,1981,8.15156
Pakistan,PAK,1982,9.248885555555557
Pakistan,PAK,1983,9.510153333333331
Pakistan,PAK,1984,12.070579166666668
Pakistan,PAK,1985,11.443536111111111
Pakistan,PAK,1986,10.711985833333332
Pakistan,PAK,1987,12.593115277777777
Pakistan,PAK,1988,14.108469166666668
Pakistan,PAK,1989,14.212976388888888
Pakistan,PAK,1990,14.7355125
Pakistan,PAK,1991,14.787765833333331
Pakistan,PAK,1992,15.571569722222222
Pakistan,PAK,1993,16.459880833333333
Pakistan,PAK,1994,15.780584166666667
Pakistan,PAK,1995,16.564388055555554
Pakistan,PAK,1996,18.079742222222222
Pakistan,PAK,1997,16.407627222222224
Pakistan,PAK,1998,17.348191944444444
Pakistan,PAK,1999,17.295938333333332
Pakistan,PAK,2000,16.877909444444445
Pakistan,PAK,2001,17.034670277777778
Pakistan,PAK,2002,18.236502777777776
Pakistan,PAK,2003,17.44747361111111
Pakistan,PAK,2004,17.73486833333333
Pakistan,PAK,2005,18.220826944444443
Pakistan,PAK,2006,20.930175555555557
Pakistan,PAK,2007,19.29986333333333
Pakistan,PAK,2008,20.783865555555558
Pakistan,PAK,2009,18.3383975
Pakistan,PAK,2010,17.593783888888886
Pakistan,PAK,2011,16.86223361111111
Pakistan,PAK,2012,15.885091388888888
Pakistan,PAK,2013,15.605534722222222
Pakistan,PAK,2014,17.674776944444442
Pakistan,PAK,2015,17.37431861111111
Pakistan,PAK,2016,21.418746666666667
Pakistan,PAK,2017,21.7949725
Pakistan,PAK,2018,22.98882833333333
Pakistan,PAK,2019,35.39256361111111
Pakistan,PAK,2020,40.44766472222222
Poland,POL,1981,1197.8240941666668
Poland,POL,1982,1397.7061619444446
Poland,POL,1983,1423.497121111111
Poland,POL,1984,1426.0772433333334
Poland,POL,1985,1436.303951111111
Poland,POL,1986,1460.4870636111111
Poland,POL,1987,1476.4073069444444
Poland,POL,1988,1476.1912338888887
Poland,POL,1989,1362.556278888889
Poland,POL,1990,1162.5017952777778
Poland,POL,1991,1113.4035958333332
Poland,POL,1992,1083.5659066666667
Poland,POL,1993,1047.989063611111
Poland,POL,1994,1047.2089752777777
Poland,POL,1995,1072.40886
Poland,POL,1996,1063.0379452777777
Poland,POL,1997,1081.6551530555555
Poland,POL,1998,934.4539458333333
Poland,POL,1999,904.1128602777776
Poland,POL,2000,836.1384122222222
Poland,POL,2001,838.0156777777778
Poland,POL,2002,834.7068058333334
Poland,POL,2003,830.7203202777777
Poland,POL,2004,806.1961419444444
Poland,POL,2005,806.7764216666667
Poland,POL,2006,791.3931383333332
Poland,POL,2007,726.7561136111111
Poland,POL,2008,708.3885977777778
Poland,POL,2009,656.2531177777778
Poland,POL,2010,644.1831561111111
Poland,POL,2011,648.0166830555556
Poland,POL,2012,672.4432177777777
Poland,POL,2013,664.7651866666666
Poland,POL,2014,628.4025611111111
Poland,POL,2015,616.0761866666667
Poland,POL,2016,605.6630852777778
Poland,POL,2017,578.9416641666667
Poland,POL,2018,549.7619177777777
Poland,POL,2019,518.8211513888889
Poland,POL,2020,467.75875916666666
Romania,ROU,1981,107.9640811111111
Romania,ROU,1982,111.4468011111111
Romania,ROU,1983,129.26745
Romania,ROU,1984,127.3191925
Romania,ROU,1985,131.08475388888888
Romania,ROU,1986,136.25754527777778
Romania,ROU,1987,146.5179963888889
Romania,ROU,1988,161.3083325
Romania,ROU,1989,162.9530122222222
Romania,ROU,1990,96.10834555555556
Romania,ROU,1991,81.76364527777777
Romania,ROU,1992,85.44829583333333
Romania,ROU,1993,88.68258694444444
Romania,ROU,1994,90.48500583333332
Romania,ROU,1995,91.73253222222222
Romania,ROU,1996,93.78893722222224
Romania,ROU,1997,76.79176194444445
Romania,ROU,1998,59.90033833333333
Romania,ROU,1999,54.03980666666666
Romania,ROU,2000,65.16814694444444
Romania,ROU,2001,66.29801305555556
Romania,ROU,2002,70.93041638888889
Romania,ROU,2003,76.06230500000001
Romania,ROU,2004,73.25990527777778
Romania,ROU,2005,67.39144222222222
Romania,ROU,2006,75.35898083333333
Romania,ROU,2007,79.76264527777778
Romania,ROU,2008,80.98244638888889
Romania,ROU,2009,76.35424138888888
Romania,ROU,2010,68.65773999999999
Romania,ROU,2011,77.48018805555556
Romania,ROU,2012,73.80551527777777
Romania,ROU,2013,54.15667666666667
Romania,ROU,2014,51.74309111111111
Romania,ROU,2015,54.80007166666666
Romania,ROU,2016,49.25813222222222
Romania,ROU,2017,51.965422777777775
Romania,ROU,2018,46.72724666666666
Romania,ROU,2019,45.68162805555556
Romania,ROU,2020,31.65055222222222
Russia,RUS,1981,4027.845244444444
Russia,RUS,1982,4061.5602277777775
Russia,RUS,1983,4057.7873777777777
Russia,RUS,1984,4013.748222222222
Russia,RUS,1985,2160.9199305555558
Russia,RUS,1986,2234.9767494444445
Russia,RUS,1987,2253.092008333333
Russia,RUS,1988,2325.4945183333334
Russia,RUS,1989,2236.980194722222
Russia,RUS,1990,2158.076058333333
Russia,RUS,1991,1984.584644722222
Russia,RUS,1992,1903.0660263888888
Russia,RUS,1993,1716.3166244444444
Russia,RUS,1994,1527.4818775
Russia,RUS,1995,1450.4193680555554
Russia,RUS,1996,1405.1366
Russia,RUS,1997,1348.9637
Russia,RUS,1998,1265.9255
Russia,RUS,1999,1370.1302999999998
Russia,RUS,2000,1413.2776
Russia,RUS,2001,1493.8735
Russia,RUS,2002,1425.4890999999998
Russia,RUS,2003,1541.0913
Russia,RUS,2004,1594.8219
Russia,RUS,2005,1576.9117
Russia,RUS,2006,1639.5974
Russia,RUS,2007,1668.905
Russia,RUS,2008,1732.4048
Russia,RUS,2009,1648.5525
Russia,RUS,2010,1755.6229319444444
Russia,RUS,2011,1832.62051
Russia,RUS,2012,1957.1615280555557
Russia,RUS,2013,2013.35071
Russia,RUS,2014,2053.762633888889
Russia,RUS,2015,2167.1342
Russia,RUS,2016,2255.8711
Russia,RUS,2017,2393.454
Russia,RUS,2018,2562.7868000000003
Russia,RUS,2019,2563.6009
Russia,RUS,2020,2324.0052027777774
Serbia,SRB,2007,83.64534638888888
Serbia,SRB,2008,87.06595833333333
Serbia,SRB,2009,86.25664583333332
Serbia,SRB,2010,84.2939936111111
Serbia,SRB,2011,90.89231694444445
Serbia,SRB,2012,85.14900583333333
Serbia,SRB,2013,89.81015555555555
Serbia,SRB,2014,66.563515
Serbia,SRB,2015,84.21657472222222
Serbia,SRB,2016,84.43371916666668
Serbia,SRB,2017,84.44094777777778
Serbia,SRB,2018,77.27622888888888
Serbia,SRB,2019,80.0875086111111
Serbia,SRB,2020,81.71204527777778
South & Central America,,1981,78.99077694444445
South & Central America,,1982,84.95426027777778
South & Central America,,1983,92.43301166666666
South & Central America,,1984,111.87029583333332
South & Central America,,1985,131.75629388888888
South & Central America,,1986,144.93526027777776
South & Central America,,1987,175.64886638888888
South & Central America,,1988,197.1211238888889
South & Central America,,1989,231.80478083333333
South & Central America,,1990,226.00473055555557
South & Central America,,1991,228.3482925
South & Central America,,1992,237.27639722222224
South & Central America,,1993,245.40776277777775
South & Central America,,1994,259.6927347222222
South & Central America,,1995,281.38267916666666
South & Central America,,1996,308.4393336111111
South & Central America,,1997,346.5115086111111
South & Central America,,1998,353.5800805555556
South & Central America,,1999,351.29645166666666
South & Central America,,2000,410.8007925
South & Central America,,2001,450.2973383333333
South & Central America,,2002,419.7448313888889
South & Central America,,2003,491.7713936111111
South & Central America,,2004,534.8121322222222
South & Central America,,2005,577.7621419444444
South & Central America,,2006,627.1710263888889
South & Central America,,2007,653.7204808333333
South & Central America,,2008,672.1941580555556
South & Central America,,2009,649.3359833333333
South & Central America,,2010,652.2041311111111
South & Central America,,2011,744.133125
South & Central America,,2012,766.9009288888889
South & Central America,,2013,755.3255291666667
South & Central America,,2014,790.6104072222222
South & Central America,,2015,750.7012208333334
South & Central America,,2016,780.6608077777778
South & Central America,,2017,766.1481352777778
South & Central America,,2018,714.4905527777777
South & Central America,,2019,710.0928486111111
South & Central America,,2020,444.5119336111111
South Africa,ZAF,1981,870.6343602777778
South Africa,ZAF,1982,963.1616169444444
South Africa,ZAF,1983,973.391783611111
South Africa,ZAF,1984,1089.9882905555555
South Africa,ZAF,1985,1160.169816111111
South Africa,ZAF,1986,1183.2094975
South Africa,ZAF,1987,1179.4020216666668
South Africa,ZAF,1988,1211.7450516666663
South Africa,ZAF,1989,1175.5482116666667
South Africa,ZAF,1990,1164.7321722222223
South Africa,ZAF,1991,1188.1667733333334
South Africa,ZAF,1992,1216.525168333333
South Africa,ZAF,1993,1243.5121813888888
South Africa,ZAF,1994,1292.4173530555554
South Africa,ZAF,1995,1359.7599672222225
South Africa,ZAF,1996,1360.0791444444444
South Africa,ZAF,1997,1450.1921711111113
South Africa,ZAF,1998,1466.1996602777776
South Africa,ZAF,1999,1468.5208055555556
South Africa,ZAF,2000,1472.7519611111109
South Africa,ZAF,2001,1468.5530744444443
South Africa,ZAF,2002,1446.2976436111112
South Africa,ZAF,2003,1567.6247775
South Africa,ZAF,2004,1594.3952666666669
South Africa,ZAF,2005,1609.3898433333334
South Africa,ZAF,2006,1607.891915833333
South Africa,ZAF,2007,1609.1443991666667
South Africa,ZAF,2008,1639.5771608333332
South Africa,ZAF,2009,1625.1900641666666
South Africa,ZAF,2010,1675.924028611111
South Africa,ZAF,2011,1665.341922777778
South Africa,ZAF,2012,1704.5537038888888
South Africa,ZAF,2013,1689.3972341666667
South Africa,ZAF,2014,1721.1147
South Africa,ZAF,2015,1656.7732883333333
South Africa,ZAF,2016,1670.4400761111112
South Africa,ZAF,2017,1659.0662738888889
South Africa,ZAF,2018,1670.3993172222222
South Africa,ZAF,2019,1726.0061541666666
South Africa,ZAF,2020,1659.0599080555555
South Korea,KOR,1981,101.65317805555556
South Korea,KOR,1982,102.93759527777776
South Korea,KOR,1983,101.63270916666666
South Korea,KOR,1984,109.35456388888888
South Korea,KOR,1985,115.3570397222222
South Korea,KOR,1986,124.10745166666668
South Korea,KOR,1987,124.21491277777778
South Korea,KOR,1988,124.32237388888888
South Korea,KOR,1989,106.36100194444444
South Korea,KOR,1990,90.10516944444444
South Korea,KOR,1991,78.80604305555555
South Korea,KOR,1992,62.639761388888886
South Korea,KOR,1993,49.23153444444444
South Korea,KOR,1994,38.71743305555555
South Korea,KOR,1995,29.93562
South Korea,KOR,1996,25.911058611111116
South Korea,KOR,1997,23.613551944444445
South Korea,KOR,1998,22.82329361111111
South Korea,KOR,1999,21.964999444444445
South Korea,KOR,2000,21.719025
South Korea,KOR,2001,19.976269444444444
South Korea,KOR,2002,17.364753055555553
South Korea,KOR,2003,17.260083055555555
South Korea,KOR,2004,16.700098611111112
South Korea,KOR,2005,14.821271944444444
South Korea,KOR,2006,14.779403888888888
South Korea,KOR,2007,15.60734361111111
South Korea,KOR,2008,14.996245277777778
South Korea,KOR,2009,13.62262611111111
South Korea,KOR,2010,11.270167777777775
South Korea,KOR,2011,11.270167777777775
South Korea,KOR,2012,10.958948888888887
South Korea,KOR,2013,9.4988025
South Korea,KOR,2014,9.148158055555555
South Korea,KOR,2015,9.231893888888887
South Korea,KOR,2016,9.033021111111111
South Korea,KOR,2017,8.168970277777778
South Korea,KOR,2018,6.601188055555555
South Korea,KOR,2019,5.963073055555556
South Korea,KOR,2020,5.605508888888889
Spain,ESP,1981,140.2229252777778
Spain,ESP,1982,150.5969263888889
Spain,ESP,1983,152.9809097222222
Spain,ESP,1984,151.49219416666668
Spain,ESP,1985,150.21309944444442
Spain,ESP,1986,153.9114508333333
Spain,ESP,1987,133.6752588888889
Spain,ESP,1988,126.62744777777776
Spain,ESP,1989,135.4661575
Spain,ESP,1990,132.38429
Spain,ESP,1991,121.37070416666668
Spain,ESP,1992,123.3012286111111
Spain,ESP,1993,121.31246416666669
Spain,ESP,1994,114.76491555555556
Spain,ESP,1995,113.20644
Spain,ESP,1996,111.79916972222222
Spain,ESP,1997,112.0201011111111
Spain,ESP,1998,107.437845
Spain,ESP,1999,99.8552222222222
Spain,ESP,2000,97.00580777777778
Spain,ESP,2001,91.4467738888889
Spain,ESP,2002,89.36491361111112
Spain,ESP,2003,83.08474
Spain,ESP,2004,80.50285777777778
Spain,ESP,2005,77.06031888888889
Spain,ESP,2006,72.6060211111111
Spain,ESP,2007,68.20991722222222
Spain,ESP,2008,50.869614166666665
Spain,ESP,2009,44.31231861111111
Spain,ESP,2010,38.32948277777778
Spain,ESP,2011,30.79855166666667
Spain,ESP,2012,28.612781388888887
Spain,ESP,2013,20.49784138888889
Spain,ESP,2014,18.93241527777778
Spain,ESP,2015,14.489569166666666
Spain,ESP,2016,7.976212499999999
Spain,ESP,2017,13.116511666666666
Spain,ESP,2018,8.948826944444445
Spain,ESP,2019,18.37715083333333
Spain,ESP,2020,21.07096305555556
Thailand,THA,1981,5.294150555555556
Thailand,THA,1982,6.166186944444444
Thailand,THA,1983,5.859470277777778
Thailand,THA,1984,7.338851666666667
Thailand,THA,1985,17.35701861111111
Thailand,THA,1986,17.67307222222222
Thailand,THA,1987,22.56314083333333
Thailand,THA,1988,23.97705638888889
Thailand,THA,1989,30.69918944444445
Thailand,THA,1990,41.60610416666667
Thailand,THA,1991,48.54533722222222
Thailand,THA,1992,51.73583333333333
Thailand,THA,1993,53.94500861111111
Thailand,THA,1994,60.22411111111111
Thailand,THA,1995,64.30031444444444
Thailand,THA,1996,74.10745555555556
Thailand,THA,1997,80.10027527777778
Thailand,THA,1998,69.81311222222223
Thailand,THA,1999,66.26717777777777
Thailand,THA,2000,60.29033388888889
Thailand,THA,2001,65.60442027777778
Thailand,THA,2002,66.16690444444444
Thailand,THA,2003,61.09871527777778
Thailand,THA,2004,65.24710222222222
Thailand,THA,2005,69.57917111111111
Thailand,THA,2006,62.060895555555554
Thailand,THA,2007,57.13045361111111
Thailand,THA,2008,55.74603055555555
Thailand,THA,2009,54.83826444444444
Thailand,THA,2010,57.56823444444444
Thailand,THA,2011,69.68879083333333
Thailand,THA,2012,55.27611861111111
Thailand,THA,2013,54.446776388888885
Thailand,THA,2014,53.64447166666666
Thailand,THA,2015,44.87675861111111
Thailand,THA,2016,50.06937166666666
Thailand,THA,2017,47.74734972222222
Thailand,THA,2018,43.679815
Thailand,THA,2019,41.07177027777777
Thailand,THA,2020,38.17160416666666
Turkey,TUR,1981,80.63079138888888
Turkey,TUR,1982,86.84214777777777
Turkey,TUR,1983,91.40587138888888
Turkey,TUR,1984,102.4665938888889
Turkey,TUR,1985,123.6921386111111
Turkey,TUR,1986,132.12296583333332
Turkey,TUR,1987,141.99193166666666
Turkey,TUR,1988,128.89728527777777
Turkey,TUR,1989,148.51151444444446
Turkey,TUR,1990,136.336065
Turkey,TUR,1991,127.97627777777775
Turkey,TUR,1992,140.92418166666667
Turkey,TUR,1993,134.32035861111112
Turkey,TUR,1994,140.80280027777778
Turkey,TUR,1995,140.52421611111112
Turkey,TUR,1996,142.9979075
Turkey,TUR,1997,152.56772694444444
Turkey,TUR,1998,162.17900416666666
Turkey,TUR,1999,154.4999652777778
Turkey,TUR,2000,145.237555
Turkey,TUR,2001,142.83326666666667
Turkey,TUR,2002,132.12026055555555
Turkey,TUR,2003,125.33601111111112
Turkey,TUR,2004,122.4896475
Turkey,TUR,2005,130.4188025
Turkey,TUR,2006,153.05082166666665
Turkey,TUR,2007,172.08908499999998
Turkey,TUR,2008,193.91866305555556
Turkey,TUR,2009,202.38525027777777
Turkey,TUR,2010,203.8040775
Turkey,TUR,2011,207.81645
Turkey,TUR,2012,197.90771388888888
Turkey,TUR,2013,179.69855583333333
Turkey,TUR,2014,190.25517
Turkey,TUR,2015,148.79760444444446
Turkey,TUR,2016,179.79745305555556
Turkey,TUR,2017,175.45506333333333
Turkey,TUR,2018,192.4452255555556
Turkey,TUR,2019,201.77293416666663
Turkey,TUR,2020,165.78858916666667
Ukraine,UKR,1985,1083.9855486111112
Ukraine,UKR,1986,1110.2438869444445
Ukraine,UKR,1987,1097.9105211111112
Ukraine,UKR,1988,1091.6465088888888
Ukraine,UKR,1989,1026.1591075
Ukraine,UKR,1990,1009.5795255555556
Ukraine,UKR,1991,858.5726202777778
Ukraine,UKR,1992,815.0385375
Ukraine,UKR,1993,694.3136677777777
Ukraine,UKR,1994,571.3582886111111
Ukraine,UKR,1995,497.49073444444446
Ukraine,UKR,1996,376.3640761111111
Ukraine,UKR,1997,390.5016197222222
Ukraine,UKR,1998,399.71886527777775
Ukraine,UKR,1999,422.01148277777776
Ukraine,UKR,2000,422.6961361111111
Ukraine,UKR,2001,419.522025
Ukraine,UKR,2002,417.7425572222222
Ukraine,UKR,2003,405.3614008333333
Ukraine,UKR,2004,402.79319805555554
Ukraine,UKR,2005,403.2933941666666
Ukraine,UKR,2006,410.5402744444445
Ukraine,UKR,2007,404.6951766666666
Ukraine,UKR,2008,404.1432772222222
Ukraine,UKR,2009,375.0599091666666
Ukraine,UKR,2010,373.84564166666667
Ukraine,UKR,2011,422.4007408333333
Ukraine,UKR,2012,454.6446747222222
Ukraine,UKR,2013,444.4763088888889
Ukraine,UKR,2014,303.13525972222226
Ukraine,UKR,2015,199.3902508333333
